,st,state,year,population,violentcrimetotal,murderandnonnegligentmanslaughte,forciblerape,robbery,aggravatedassault,propertycrimetotal,burglary,larcenytheft,motorvehicletheft,violentcrimerate,murderrate,forcibleraperate,robberyrate,aggravatedassaultrate,propertycrimerate,burglaryrate,larcenytheftrate,motorvehicletheftrate
1253,ND,North Dako,1981,658000,444,15,57,85,287,19237,3294,14859,1084,67.5,2.299999952,8.699999809,12.89999962,43.59999847,2923.600098,500.6000061,2258.199951,164.6999969
1254,ND,North Dako,1982,670000,414,5,66,85,258,17328,3074,13314,940,61.79999924,0.6999999881,9.899999619,12.69999981,38.5,2586.300049,458.7999878,1987.199951,140.3000031
1255,ND,North Dako,1983,680000,365,14,85,53,213,17828,2967,13983,878,53.70000076,2.099999905,12.5,7.800000191,31.29999924,2621.800049,436.2999878,2056.300049,129.1000061
1256,ND,North Dako,1984,686000,368,8,90,53,217,17354,2738,13856,760,53.59999847,1.200000048,13.10000038,7.699999809,31.60000038,2529.699951,399.1000061,2019.800049,110.8000031
1257,ND,North Dako,1985,685000,322,7,50,44,221,18032,2925,14297,810,47,1,7.300000191,6.400000095,32.29999924,2632.399902,427,2087.199951,118.1999969
1258,ND,North Dako,1986,679000,348,7,79,47,215,17343,2615,13914,814,51.29999924,1,11.60000038,6.900000095,31.70000076,2554.199951,385.1000061,2049.199951,119.9000015
1259,ND,North Dako,1987,672000,382,10,63,51,258,18656,3060,14768,828,56.79999924,1.5,9.399999619,7.599999905,38.40000153,2776.199951,455.3999939,2197.600098,123.1999969
1260,ND,North Dako,1988,663000,392,12,74,54,252,17695,2902,14007,786,59.09999847,1.799999952,11.19999981,8.100000381,38,2668.899902,437.7000122,2112.699951,118.5999985
1261,ND,North Dako,1989,660000,417,4,78,61,274,16485,2369,13370,746,63.20000076,0.6000000238,11.80000019,9.199999809,41.5,2497.699951,358.8999939,2025.800049,113
1262,ND,North Dako,1990,638800,472,5,114,50,303,18196,2725,14621,850,73.90000153,0.8000000119,17.79999924,7.800000191,47.40000153,2848.5,426.6000061,2288.800049,133.1000061
1263,ND,North Dako,1991,635000,415,7,116,51,241,17326,2367,14154,805,65.40000153,1.100000024,18.29999924,8,38,2728.5,372.7999878,2229,126.8000031
1264,ND,North Dako,1992,636000,530,12,148,50,320,17935,2487,14498,950,83.30000305,1.899999976,23.29999924,7.900000095,50.29999924,2820,391,2279.600098,149.3999939
1265,ND,North Dako,1993,635000,522,11,149,53,309,17387,2370,14073,944,82.19999695,1.700000048,23.5,8.300000191,48.70000076,2738.100098,373.2000122,2216.199951,148.6999969
1266,ND,North Dako,1994,638000,522,1,149,71,301,16933,2070,13899,964,81.80000305,0.200000003,23.39999962,11.10000038,47.20000076,2654.100098,324.5,2178.5,151.1000061
1267,ND,North Dako,1995,641000,556,6,146,64,340,17817,2248,14421,1148,86.69999695,0.8999999762,22.79999924,10,53,2779.600098,350.7000122,2249.800049,179.1000061
1268,ND,North Dako,1996,644000,541,14,155,71,301,16648,1991,13433,1224,84,2.200000048,24.10000038,11,46.70000076,2585.100098,309.2000122,2085.899902,190.1000061
1269,ND,North Dako,1997,641000,559,6,159,41,353,16821,2300,13367,1154,87.19999695,0.8999999762,24.79999924,6.400000095,55.09999847,2624.199951,358.7999878,2085.300049,180
1270,ND,North Dako,1998,638000,570,7,212,65,286,16535,2274,13134,1127,89.30000305,1.100000024,33.20000076,10.19999981,44.79999924,2591.699951,356.3999939,2058.600098,176.6000061
1271,ND,North Dako,1999,634000,424,10,142,56,216,14748,2337,11375,1036,66.90000153,1.600000024,22.39999962,8.800000191,34.09999847,2326.199951,368.6000061,1794.199951,163.3999939
1272,ND,North Dako,2000,642200,523,4,169,56,294,14171,2093,11092,986,81.40000153,0.6000000238,26.29999924,8.699999809,45.79999924,2206.600098,325.8999939,1727.199951,153.5
1273,ND,North Dako,2001,634448,505,7,164,60,274,14834,2165,11583,1086,79.59999847,1.100000024,25.79999924,9.5,43.20000076,2338.100098,341.2000122,1825.699951,171.1999969
1274,ND,North Dako,2002,633911,496,5,163,58,270,14762,2243,11501,1018,78.19999695,0.8000000119,25.70000076,9.100000381,42.59999847,2328.699951,353.7999878,1814.300049,160.6000061
1275,ND,North Dako,2003,633837,493,12,151,51,279,13286,1941,10267,1078,77.80000305,1.899999976,23.79999924,8,44,2096.100098,306.2000122,1619.800049,170.1000061
1276,NE,Nebraska,1960,1411330,590,33,59,253,245,16623,3267,11586,1770,41.79999924,2.299999952,4.199999809,17.89999962,17.39999962,1177.800049,231.5,820.9000244,125.4000015
1277,NE,Nebraska,1961,1431000,586,34,47,234,271,17756,3730,12372,1654,41,2.400000095,3.299999952,16.39999962,18.89999962,1240.800049,260.7000122,864.5999756,115.5999985
1278,NE,Nebraska,1962,1484000,637,23,93,275,246,18536,3894,12846,1796,42.90000153,1.5,6.300000191,18.5,16.60000038,1249.099976,262.3999939,865.5999756,121
1279,NE,Nebraska,1963,1460000,591,29,102,227,233,20302,4290,14181,1831,40.5,2,7,15.5,16,1390.5,293.7999878,971.2999878,125.4000015
1280,NE,Nebraska,1964,1480000,776,34,85,306,351,22929,4832,15895,2202,52.40000153,2.299999952,5.699999809,20.70000076,23.70000076,1549.300049,326.5,1074,148.8000031
1281,NE,Nebraska,1965,1477000,852,36,76,324,416,26203,5684,18115,2404,57.70000076,2.400000095,5.099999905,21.89999962,28.20000076,1774.099976,384.7999878,1226.5,162.8000031
1282,NE,Nebraska,1966,1456000,941,26,97,362,456,27096,6117,18448,2531,64.59999847,1.799999952,6.699999809,24.89999962,31.29999924,1861,420.1000061,1267,173.8000031
1283,NE,Nebraska,1967,1435000,1624,39,117,556,912,28407,7056,18651,2700,113.1999969,2.700000048,8.199999809,38.70000076,63.59999847,1979.599976,491.7000122,1299.699951,188.1999969
1284,NE,Nebraska,1968,1437000,2103,33,103,713,1254,32500,7292,20862,4346,146.3000031,2.299999952,7.199999809,49.59999847,87.30000305,2261.699951,507.3999939,1451.800049,302.3999939
1285,NE,Nebraska,1969,1449000,2302,36,98,751,1417,33217,6989,22106,4122,158.8999939,2.5,6.800000191,51.79999924,97.80000305,2292.399902,482.2999878,1525.599976,284.5
1286,NE,Nebraska,1970,1483791,2731,44,138,850,1699,35149,7486,23332,4331,184.1000061,3,9.300000191,57.29999924,114.5,2368.899902,504.5,1572.5,291.8999939
1287,NE,Nebraska,1971,1512000,2355,39,212,544,1560,36033,8337,23846,3850,155.8000031,2.599999905,14,36,103.1999969,2383.100098,551.4000244,1577.099976,254.6000061
1288,NE,Nebraska,1972,1525000,2638,44,212,803,1579,37446,8489,24968,3989,173,2.900000095,13.89999962,52.70000076,103.5,2455.5,556.7000122,1637.199951,261.6000061
1289,NE,Nebraska,1973,1542000,2859,67,254,964,1574,40490,9828,25994,4668,185.3999939,4.300000191,16.5,62.5,102.0999985,2625.800049,637.4000244,1685.699951,302.7000122
1290,NE,Nebraska,1974,1543000,3697,55,291,1404,1947,47906,11939,31685,4282,239.6000061,3.599999905,18.89999962,91,126.1999969,3104.699951,773.7999878,2053.5,277.5
1291,NE,Nebraska,1975,1546000,3986,66,297,1398,2225,51887,11752,36563,3572,257.7999878,4.300000191,19.20000076,90.40000153,143.8999939,3356.199951,760.2000122,2365,231
1292,NE,Nebraska,1976,1553000,3269,45,318,979,1927,52048,10626,37795,3627,210.5,2.900000095,20.5,63,124.0999985,3351.399902,684.2000122,2433.699951,233.5
1293,NE,Nebraska,1977,1561000,3113,61,282,1010,1760,51906,11864,36154,3888,199.3999939,3.900000095,18.10000038,64.69999695,112.6999969,3325.199951,760,2316.100098,249.1000061
1294,NE,Nebraska,1978,1565000,2982,47,286,1015,1634,50874,11687,35794,3393,190.5,3,18.29999924,64.90000153,104.4000015,3250.699951,746.7999878,2287.199951,216.8000031
1295,NE,Nebraska,1979,1574000,3556,65,338,1157,1996,59295,12804,42195,4296,225.8999939,4.099999905,21.5,73.5,126.8000031,3767.199951,813.5,2680.699951,272.8999939
1296,NE,Nebraska,1980,1563921,3512,69,363,1286,1794,63818,14316,45692,3810,224.6000061,4.400000095,23.20000076,82.19999695,114.6999969,4080.600098,915.4000244,2921.600098,243.6000061
1297,NE,Nebraska,1981,1576000,2861,49,323,1115,1374,62977,14383,45324,3270,181.5,3.099999905,20.5,70.69999695,87.19999695,3996,912.5999756,2875.899902,207.5
1298,NE,Nebraska,1982,1586000,3641,31,329,982,2299,59019,12867,43331,2821,229.6000061,2,20.70000076,61.90000153,145,3721.199951,811.2999878,2732.100098,177.8999939
1299,NE,Nebraska,1983,1597000,3477,42,339,796,2300,57012,12408,42026,2578,217.6999969,2.599999905,21.20000076,49.79999924,144,3569.899902,777,2631.600098,161.3999939
1300,NE,Nebraska,1984,1606000,3627,54,381,693,2499,52526,10339,39875,2312,225.8000031,3.400000095,23.70000076,43.20000076,155.6000061,3270.600098,643.7999878,2482.899902,144
1301,NE,Nebraska,1985,1606000,3821,47,376,779,2619,55514,11730,41278,2506,237.8999939,2.900000095,23.39999962,48.5,163.1000061,3456.699951,730.4000244,2570.199951,156
1302,NE,Nebraska,1986,1598000,4196,50,393,817,2936,57418,11956,42784,2678,262.6000061,3.099999905,24.60000038,51.09999847,183.6999969,3593.100098,748.2000122,2677.300049,167.6000061
1303,NE,Nebraska,1987,1594000,4004,55,345,751,2853,61853,13516,45692,2645,251.1999969,3.5,21.60000038,47.09999847,179,3880.399902,847.9000244,2866.5,165.8999939
1304,NE,Nebraska,1988,1601000,4374,58,385,898,3033,61908,12251,46634,3023,273.2000122,3.599999905,24,56.09999847,189.3999939,3866.800049,765.2000122,2912.800049,188.8000031
1305,NE,Nebraska,1989,1611000,4503,40,381,837,3245,61413,12010,46403,3000,279.5,2.5,23.60000038,52,201.3999939,3812.100098,745.5,2880.399902,186.1999969
1306,NE,Nebraska,1990,1578385,5209,43,473,807,3886,61290,11424,47054,2812,330,2.700000048,30,51.09999847,246.1999969,3883.100098,723.7999878,2981.100098,178.1999969
1307,NE,Nebraska,1991,1593000,5330,52,447,861,3970,64031,11574,49071,3386,334.6000061,3.299999952,28.10000038,54,249.1999969,4019.5,726.5999756,3080.399902,212.6000061
1308,NE,Nebraska,1992,1606000,5598,68,504,911,4115,63846,11477,49144,3225,348.6000061,4.199999809,31.39999962,56.70000076,256.2000122,3975.5,714.5999756,3060,200.8000031
1309,NE,Nebraska,1993,1607000,6071,63,447,1003,4558,62725,10662,46811,5252,377.7999878,3.900000095,27.79999924,62.40000153,283.6000061,3903.199951,663.5,2912.899902,326.7999878
1310,NE,Nebraska,1994,1623000,6322,51,500,1223,4548,65746,10963,48547,6236,389.5,3.099999905,30.79999924,75.40000153,280.2000122,4050.899902,675.5,2991.199951,384.2000122
1311,NE,Nebraska,1995,1637000,6253,48,317,1067,4821,68140,10344,52044,5752,382,2.900000095,19.39999962,65.19999695,294.5,4162.5,631.9000244,3179.199951,351.3999939
1312,NE,Nebraska,1996,1652000,7182,48,447,1052,5635,66110,10152,50315,5643,434.7000122,2.900000095,27.10000038,63.70000076,341.1000061,4001.800049,614.5,3045.699951,342
1313,NE,Nebraska,1997,1657000,7265,50,406,1097,5712,63717,9813,48363,5541,438.3999939,3,24.5,66.19999695,344.7000122,3845.300049,592.2000122,2918.699951,334.3999939
1314,NE,Nebraska,1998,1663000,7507,51,417,1290,5749,65752,10544,49420,5788,451.3999939,3.099999905,25.10000038,77.59999847,345.7000122,3953.800049,634,2971.699951,348
1315,NE,Nebraska,1999,1666000,7167,60,414,1264,5429,61277,10158,45679,5440,430.2000122,3.599999905,24.79999924,75.90000153,325.8999939,3678.100098,609.7000122,2741.800049,326.5
1316,NE,Nebraska,2000,1711263,5606,63,436,1147,3960,64479,10131,49118,5230,327.6000061,3.700000048,25.5,67,231.3999939,3767.899902,592,2870.300049,305.6000061
1317,NE,Nebraska,2001,1713235,5214,43,431,1128,3612,68963,9760,52713,6490,304.2999878,2.5,25.20000076,65.80000305,210.8000031,4025.300049,569.7000122,3076.800049,378.7999878
1318,NE,Nebraska,2002,1727564,5428,48,464,1359,3557,68178,10329,51440,6409,314.2000122,2.799999952,26.89999962,78.69999695,205.8999939,3946.5,597.9000244,2977.600098,371
1319,NE,Nebraska,2003,1739291,5026,56,495,1162,3313,64552,10072,48356,6124,289,3.200000048,28.5,66.80000305,190.5,3711.399902,579.0999756,2780.199951,352.1000061
1320,NH,New Hampsh,1960,606921,81,8,25,18,30,4105,1108,2646,351,13.30000019,1.299999952,4.099999905,3,4.900000095,676.4000244,182.6000061,436,57.79999924
1321,NH,New Hampsh,1961,621000,89,4,19,21,45,4912,1573,2884,455,14.30000019,0.6000000238,3.099999905,3.400000095,7.199999809,791,253.3000031,464.3999939,73.30000305
1322,NH,New Hampsh,1962,632000,178,15,22,22,119,6140,1781,3821,538,28.20000076,2.400000095,3.5,3.5,18.79999924,971.5,281.7999878,604.5999756,85.09999847
1323,NH,New Hampsh,1963,627000,164,20,30,43,71,5676,1751,3354,571,26.20000076,3.200000048,4.800000191,6.900000095,11.30000019,905.2999878,279.2999878,534.9000244,91.09999847
1324,NH,New Hampsh,1964,654000,149,6,25,43,75,6173,1827,3797,549,22.79999924,0.8999999762,3.799999952,6.599999905,11.5,943.9000244,279.3999939,580.5999756,83.90000153
1325,NH,New Hampsh,1965,669000,156,18,14,46,78,6880,2117,4176,587,23.29999924,2.700000048,2.099999905,6.900000095,11.69999981,1028.400024,316.3999939,624.2000122,87.69999695
1326,NH,New Hampsh,1966,681000,259,13,30,70,146,7491,2382,4411,698,38,1.899999976,4.400000095,10.30000019,21.39999962,1100,349.7999878,647.7000122,102.5
1327,NH,New Hampsh,1967,686000,218,14,23,42,139,7455,2350,4338,767,31.79999924,2,3.400000095,6.099999905,20.29999924,1086.699951,342.6000061,632.4000244,111.8000031
1328,NH,New Hampsh,1968,702000,279,10,19,72,178,8832,2605,5235,992,39.70000076,1.399999976,2.700000048,10.30000019,25.39999962,1258.099976,371.1000061,745.7000122,141.3000031
1329,NH,New Hampsh,1969,717000,325,18,29,75,203,10506,3322,6157,1027,45.29999924,2.5,4,10.5,28.29999924,1465.300049,463.2999878,858.7000122,143.1999969
1330,NH,New Hampsh,1970,737681,413,15,44,89,265,12291,4172,6850,1269,56,2,6,12.10000038,35.90000153,1666.199951,565.5999756,928.5999756,172
1331,NH,New Hampsh,1971,762000,580,17,63,123,377,15218,5082,8734,1402,76.09999847,2.200000048,8.300000191,16.10000038,49.5,1997.099976,666.9000244,1146.199951,184
1332,NH,New Hampsh,1972,771000,491,13,54,103,321,14861,4600,9299,962,63.70000076,1.700000048,7,13.39999962,41.59999847,1927.5,596.5999756,1206.099976,124.8000031
1333,NH,New Hampsh,1973,791000,649,17,75,105,452,17776,5418,10863,1495,82,2.099999905,9.5,13.30000019,57.09999847,2247.300049,685,1373.300049,189
1334,NH,New Hampsh,1974,808000,739,28,68,209,434,24664,6629,15942,2093,91.5,3.5,8.399999619,25.89999962,53.70000076,3052.5,820.4000244,1973,259
1335,NH,New Hampsh,1975,818000,816,24,71,236,485,26559,6978,17470,2111,99.80000305,2.900000095,8.699999809,28.89999962,59.29999924,3246.800049,853.0999756,2135.699951,258.1000061
1336,NH,New Hampsh,1976,822000,709,27,80,204,398,28976,7706,19196,2074,86.30000305,3.299999952,9.699999809,24.79999924,48.40000153,3525.100098,937.5,2335.300049,252.3000031
1337,NH,New Hampsh,1977,849000,960,27,91,197,645,31235,8844,19900,2491,113.0999985,3.200000048,10.69999981,23.20000076,76,3679,1041.699951,2343.899902,293.3999939
1338,NH,New Hampsh,1978,871000,1035,12,82,229,712,34393,10101,21630,2662,118.8000031,1.399999976,9.399999619,26.29999924,81.69999695,3948.699951,1159.699951,2483.399902,305.6000061
1339,NH,New Hampsh,1979,887000,1241,21,152,254,814,39373,10635,25856,2882,139.8999939,2.400000095,17.10000038,28.60000038,91.80000305,4438.899902,1199,2915,324.8999939
1340,NH,New Hampsh,1980,919114,1653,23,159,386,1085,41358,12067,26443,2848,179.8000031,2.5,17.29999924,42,118,4499.799805,1312.900024,2877,309.8999939
1341,NH,New Hampsh,1981,935000,1375,27,154,335,859,39034,11090,25692,2252,147.1000061,2.900000095,16.5,35.79999924,91.90000153,4174.799805,1186.099976,2747.800049,240.8999939
1342,NH,New Hampsh,1982,951000,1187,21,154,322,690,35229,8987,24115,2127,124.8000031,2.200000048,16.20000076,33.90000153,72.59999847,3704.399902,945,2535.800049,223.6999969
1343,NH,New Hampsh,1983,959000,1200,19,187,231,763,30987,7882,21359,1746,125.0999985,2,19.5,24.10000038,79.59999847,3231.199951,821.9000244,2227.199951,182.1000061
1344,NH,New Hampsh,1984,977000,1308,10,202,227,869,29347,7190,20314,1843,133.8999939,1,20.70000076,23.20000076,88.90000153,3003.800049,735.9000244,2079.199951,188.6000061
1345,NH,New Hampsh,1985,998000,1405,21,191,266,927,31049,7608,21459,1982,140.8000031,2.099999905,19.10000038,26.70000076,92.90000153,3111.100098,762.2999878,2150.199951,198.6000061
1346,NH,New Hampsh,1986,1027000,1433,23,221,242,947,32767,7754,22675,2338,139.5,2.200000048,21.5,23.60000038,92.19999695,3190.600098,755,2207.899902,227.6999969
1347,NH,New Hampsh,1987,1057000,1581,32,281,280,988,34058,7344,24426,2288,149.6000061,3,26.60000038,26.5,93.5,3222.100098,694.7999878,2310.899902,216.5
1348,NH,New Hampsh,1988,1097000,1622,25,276,231,1090,34951,7489,24964,2498,147.8999939,2.299999952,25.20000076,21.10000038,99.40000153,3186.100098,682.7000122,2275.699951,227.6999969
1349,NH,New Hampsh,1989,1107000,1865,36,327,264,1238,37945,8157,27087,2701,168.5,3.299999952,29.5,23.79999924,111.8000031,3427.699951,736.9000244,2446.899902,244
1350,NH,New Hampsh,1990,1109252,1459,21,386,302,750,38976,8158,28111,2707,131.5,1.899999976,34.79999924,27.20000076,67.59999847,3513.699951,735.5,2534.199951,244
1351,NH,New Hampsh,1991,1105000,1318,40,330,365,583,36780,8126,26220,2434,119.3000031,3.599999905,29.89999962,33,52.79999924,3328.5,735.4000244,2372.899902,220.3000031
1352,NH,New Hampsh,1992,1111000,1397,18,424,367,588,32828,6909,23754,2165,125.6999969,1.600000024,38.20000076,33,52.90000153,2954.800049,621.9000244,2138.100098,194.8999939
1353,NH,New Hampsh,1993,1125000,1550,23,499,307,721,31131,5795,23153,2183,137.8000031,2,44.40000153,27.29999924,64.09999847,2767.199951,515.0999756,2058,194
1354,NH,New Hampsh,1994,1137000,1328,16,407,308,597,29837,5275,22260,2302,116.8000031,1.399999976,35.79999924,27.10000038,52.5,2624.199951,463.8999939,1957.800049,202.5
1355,NH,New Hampsh,1995,1148000,1314,21,333,314,646,29170,4806,22698,1666,114.5,1.799999952,29,27.39999962,56.29999924,2540.899902,418.6000061,1977.199951,145.1000061
1356,NH,New Hampsh,1996,1162000,1373,20,404,317,632,31436,5063,24611,1762,118.1999969,1.700000048,34.79999924,27.29999924,54.40000153,2705.300049,435.7000122,2118,151.6000061
1357,NH,New Hampsh,1997,1173000,1328,16,395,274,643,29635,4612,23430,1593,113.1999969,1.399999976,33.70000076,23.39999962,54.79999924,2526.399902,393.2000122,1997.400024,135.8000031
1358,NH,New Hampsh,1998,1185000,1270,18,400,255,597,27405,3852,22079,1474,107.1999969,1.5,33.79999924,21.5,50.40000153,2312.699951,325.1000061,1863.199951,124.4000015
1359,NH,New Hampsh,1999,1201000,1159,18,345,257,539,26247,3698,21195,1354,96.5,1.5,28.70000076,21.39999962,44.90000153,2185.399902,307.8999939,1764.800049,112.6999969
1360,NH,New Hampsh,2000,1235786,2167,22,522,453,1170,27901,4992,20761,2148,175.3999939,1.799999952,42.20000076,36.70000076,94.69999695,2257.800049,404,1680,173.8000031
1361,NH,New Hampsh,2001,1259181,2144,17,458,445,1224,27089,4889,20060,2140,170.3000031,1.399999976,36.40000153,35.29999924,97.19999695,2151.300049,388.2999878,1593.099976,170
1362,NH,New Hampsh,2002,1274405,2056,12,446,413,1185,26250,4838,19468,1944,161.3000031,0.8999999762,35,32.40000153,93,2059.800049,379.6000061,1527.599976,152.5
1363,NH,New Hampsh,2003,1287687,1916,18,427,478,993,26448,4552,19979,1917,148.8000031,1.399999976,33.20000076,37.09999847,77.09999847,2053.899902,353.5,1551.5,148.8999939
1364,NJ,New Jersey,1960,6066782,6932,164,442,2591,3735,83509,25698,45903,11908,114.3000031,2.700000048,7.300000191,42.70000076,61.59999847,1376.5,423.6000061,756.5999756,196.3000031
1365,NJ,New Jersey,1961,6244000,6682,153,458,2371,3700,89375,29329,47145,12901,107,2.5,7.300000191,38,59.29999924,1431.400024,469.7000122,755,206.6000061
1366,NJ,New Jersey,1962,6245000,7874,187,510,2816,4361,101025,31868,54516,14641,126.0999985,3,8.199999809,45.09999847,69.80000305,1617.699951,510.2999878,873,234.3999939
1367,NJ,New Jersey,1963,6470000,8849,181,561,3367,4740,114018,35993,61199,16826,136.8000031,2.799999952,8.699999809,52,73.30000305,1762.300049,556.2999878,945.9000244,260.1000061
1368,NJ,New Jersey,1964,6682000,10456,207,609,3812,5828,127138,40143,68072,18923,156.5,3.099999905,9.100000381,57,87.19999695,1902.699951,600.7999878,1018.700012,283.2000122
1369,NJ,New Jersey,1965,6774000,10422,219,605,3753,5845,128214,42113,66177,19924,153.8999939,3.200000048,8.899999619,55.40000153,86.30000305,1892.699951,621.7000122,976.9000244,294.1000061
1370,NJ,New Jersey,1966,6898000,11168,240,640,4397,5891,149454,49176,77374,22904,161.8999939,3.5,9.300000191,63.70000076,85.40000153,2166.600098,712.9000244,1121.699951,332
1371,NJ,New Jersey,1967,7003000,13204,276,677,5777,6474,178516,60321,88412,29783,188.5,3.900000095,9.699999809,82.5,92.40000153,2549.100098,861.4000244,1262.5,425.2999878
1372,NJ,New Jersey,1968,7078000,16711,358,801,8747,6805,213630,71621,105309,36700,236.1000061,5.099999905,11.30000019,123.5999985,96.09999847,3018.199951,1011.900024,1487.800049,518.5
1373,NJ,New Jersey,1969,7148000,17226,369,914,9657,6286,213701,68123,108336,37242,241,5.199999809,12.80000019,135.1000061,87.90000153,2989.699951,953,1515.599976,521
1374,NJ,New Jersey,1970,7168164,20583,412,927,12145,7099,235704,74649,121098,39957,287.1000061,5.699999809,12.89999962,169.3999939,99,3288.199951,1041.400024,1689.400024,557.4000244
1375,NJ,New Jersey,1971,7300000,26441,426,1058,16062,8895,263025,88720,131959,42346,362.2000122,5.800000191,14.5,220,121.8000031,3603.100098,1215.300049,1807.699951,580.0999756
1376,NJ,New Jersey,1972,7367000,27577,481,1243,15478,10375,255317,87981,124153,43183,374.2999878,6.5,16.89999962,210.1000061,140.8000031,3465.699951,1194.300049,1685.300049,586.2000122
1377,NJ,New Jersey,1973,7361000,28845,546,1383,15179,11737,271667,91609,137899,42159,391.8999939,7.400000095,18.79999924,206.1999969,159.3999939,3690.600098,1244.5,1873.400024,572.7000122
1378,NJ,New Jersey,1974,7330000,29568,497,1441,15879,11751,320196,104774,175349,40073,403.3999939,6.800000191,19.70000076,216.6000061,160.3000031,4368.299805,1429.400024,2392.199951,546.7000122
1379,NJ,New Jersey,1975,7316000,30215,500,1385,16287,12043,346142,111288,195517,39337,413,6.800000191,18.89999962,222.6000061,164.6000061,4731.299805,1521.199951,2672.5,537.7000122
1380,NJ,New Jersey,1976,7336000,29107,380,1461,14695,12571,367075,110346,219267,37462,396.7999878,5.199999809,19.89999962,200.3000031,171.3999939,5003.700195,1504.199951,2988.899902,510.7000122
1381,NJ,New Jersey,1977,7329000,28732,408,1537,13223,13564,346063,105229,203345,37489,392,5.599999905,21,180.3999939,185.1000061,4721.799805,1435.800049,2774.5,511.5
1382,NJ,New Jersey,1978,7327000,31027,398,1727,14112,14790,350501,106700,202726,41075,423.5,5.400000095,23.60000038,192.6000061,201.8999939,4783.700195,1456.300049,2766.800049,560.5999756
1383,NJ,New Jersey,1979,7332000,36747,484,2037,18332,15894,390018,117421,221552,51045,501.2000122,6.599999905,27.79999924,250,216.8000031,5319.399902,1601.5,3021.699951,696.2000122
1384,NJ,New Jersey,1980,7342164,44373,504,2257,22299,19313,425623,137900,234160,53563,604.4000244,6.900000095,30.70000076,303.7000122,263,5797,1878.199951,3189.300049,729.5
1385,NJ,New Jersey,1981,7401000,46674,542,2374,24761,18997,410693,128274,231846,50573,630.5999756,7.300000191,32.09999847,334.6000061,256.7000122,5549.200195,1733.199951,3132.600098,683.2999878
1386,NJ,New Jersey,1982,7438000,45175,482,2149,22880,19664,377016,106418,223978,46620,607.4000244,6.5,28.89999962,307.6000061,264.3999939,5068.799805,1430.699951,3011.300049,626.7999878
1387,NJ,New Jersey,1983,7468000,41304,399,2266,20086,18553,344296,92391,206778,45127,553.0999756,5.300000191,30.29999924,269,248.3999939,4610.299805,1237.199951,2768.899902,604.2999878
1388,NJ,New Jersey,1984,7515000,39659,402,2446,18218,18593,325231,79871,202181,43179,527.7000122,5.300000191,32.5,242.3999939,247.3999939,4327.799805,1062.800049,2690.399902,574.5999756
1389,NJ,New Jersey,1985,7562000,41172,407,2424,19282,19059,344067,79923,213907,50237,544.5,5.400000095,32.09999847,255,252,4549.899902,1056.900024,2828.699951,664.2999878
1390,NJ,New Jersey,1986,7620000,43623,399,2531,20473,20220,355764,81595,215073,59096,572.5,5.199999809,33.20000076,268.7000122,265.3999939,4668.799805,1070.800049,2822.5,775.5
1391,NJ,New Jersey,1987,7672000,41507,351,2559,17862,20735,362155,77392,219906,64857,541,4.599999905,33.40000153,232.8000031,270.2999878,4720.5,1008.799988,2866.300049,845.4000244
1392,NJ,New Jersey,1988,7720000,44993,411,2600,18927,23055,363807,75675,219086,69046,582.7999878,5.300000191,33.70000076,245.1999969,298.6000061,4712.5,980.2000122,2837.899902,894.4000244
1393,NJ,New Jersey,1989,7736000,47111,394,2449,21139,23129,360532,75548,213878,71106,609,5.099999905,31.70000076,273.2999878,299,4660.399902,976.5999756,2764.699951,919.2000122
1394,NJ,New Jersey,1990,7730188,50057,432,2307,23269,24049,371023,78628,219767,72628,647.5999756,5.599999905,29.79999924,301,311.1000061,4799.700195,1017.200012,2843,939.5
1395,NJ,New Jersey,1991,7760000,49257,406,2259,22744,23848,372212,78821,221544,71847,634.7999878,5.199999809,29.10000038,293.1000061,307.2999878,4796.5,1015.700012,2854.899902,925.9000244
1396,NJ,New Jersey,1992,7789000,48745,397,2392,22216,23740,345718,75508,206686,63524,625.7999878,5.099999905,30.70000076,285.2000122,304.7999878,4438.5,969.4000244,2653.600098,815.5999756
1397,NJ,New Jersey,1993,7879000,49390,418,2215,23319,23438,328867,76738,195876,56253,626.9000244,5.300000191,28.10000038,296,297.5,4174,974,2486.100098,714
1398,NJ,New Jersey,1994,7904000,48544,396,1972,22762,23414,319856,72074,195618,52164,614.2000122,5,24.89999962,288,296.2000122,4046.800049,911.9000244,2474.899902,660
1399,NJ,New Jersey,1995,7945000,47652,409,1927,22486,22830,326056,69533,206339,50184,599.7999878,5.099999905,24.29999924,283,287.3999939,4103.899902,875.2000122,2597.100098,631.5999756
1400,NJ,New Jersey,1996,7988000,42459,338,1976,18838,21307,303657,63259,193961,46437,531.5,4.199999809,24.70000076,235.8000031,266.7000122,3801.399902,791.9000244,2428.199951,581.2999878
1401,NJ,New Jersey,1997,8053000,39673,337,1729,16957,20650,287038,60894,184979,41165,492.6000061,4.199999809,21.5,210.6000061,256.3999939,3564.399902,756.2000122,2297,511.2000122
1402,NJ,New Jersey,1998,8115000,35720,325,1623,15109,18663,260810,54459,171166,35185,440.2000122,4,20,186.1999969,230,3213.899902,671.0999756,2109.300049,433.6000061
1403,NJ,New Jersey,1999,8143000,33540,287,1409,14243,17601,243333,46998,160978,35357,411.8999939,3.5,17.29999924,174.8999939,216.1000061,2988.199951,577.2000122,1976.900024,434.2000122
